ordMonth,ordYear,productCode,productName,quantityOrdered,priceEach
3,2003,S18_2949,1913 Ford Model T Speedster,23,85.1
3,2003,S12_1666,1958 Setra Bus,21,121.64
3,2003,S18_1097,1940 Ford Pickup Truck,49,101.5
3,2003,S18_4668,1939 Cadillac Limousine,50,43.27
3,2003,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,23,58.82
4,2003,S10_4962,1962 LanciaA Delta 16V,31,128.53
4,2003,S18_2319,1964 Mercedes Tour Bus,39,106.78
4,2003,S18_2432,1926 Ford Fire Engine,45,53.48
4,2003,S18_3232,1992 Ferrari 360 Spider red,48,169.34
4,2003,S18_4600,1940s Ford truck,41,105.34
4,2003,S24_2300,1962 Volkswagen Microbus,21,102.23
4,2003,S24_2840,1958 Chevy Corvette Limited Edition,24,28.64
4,2003,S32_1268,1980’s GM Manhattan Express,32,88.61
4,2003,S32_2509,1954 Greyhound Scenicruiser,28,43.83
4,2003,S700_2824,1982 Camaro Z28,42,82.94
4,2003,S12_4473,1957 Chevy Pickup,46,111.39
4,2003,S18_2238,1998 Chrysler Plymouth Prowler,46,140.81
4,2003,S24_1444,1970 Dodge Coronet,47,56.64
4,2003,S24_4048,1992 Porsche Cayenne Turbo Silver,44,106.45
4,2003,S50_1392,Diamond T620 Semi-Skirted Tanker,27,100.7
4,2003,S32_3207,1950's Chicago Surface Lines Streetcar,27,60.28
4,2003,S12_1108,2001 Ferrari Enzo,33,195.33
4,2003,S12_3148,1969 Corvair Monza,43,148.06
4,2003,S12_3891,1969 Ford Falcon,39,173.02
4,2003,S18_3140,1903 Ford Model A,26,121.57
4,2003,S18_3259,Collectable Wooden Train,21,81.68
4,2003,S18_4027,1970 Triumph Spitfire,22,122.08
4,2003,S18_4522,1904 Buick Runabout,23,73.73
4,2003,S24_2011,18th century schooner,41,119.2
4,2003,S50_1514,1962 City of Detroit Streetcar,21,55.65
4,2003,S700_1938,The Mayflower,38,75.35
4,2003,S700_3962,The Queen Mary,45,89.38
4,2003,S72_3212,Pont Yacht,50,52.42
4,2003,S700_3505,The Titanic,36,86.15
4,2003,S10_4757,1972 Alfa Romeo GTA,46,112.88
4,2003,S18_1662,1980s Black Hawk Helicopter,43,151.38
4,2003,S18_3029,1999 Yamaha Speed Boat,21,74.84
4,2003,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,27,95.28
4,2003,S24_2841,1900s Vintage Bi-Plane,41,64.4
4,2003,S24_3151,1912 Ford Model T Delivery Wagon,35,72.58
4,2003,S24_3420,1937 Horch 930V Limousine,20,63.12
4,2003,S24_3816,1940 Ford Delivery Sedan,35,82.18
4,2003,S24_3949,Corsair F4U ( Bird Cage),28,62.1
4,2003,S700_1138,The Schooner Bluenose,25,57.34
4,2003,S700_2047,HMS Bounty,29,74.23
4,2003,S700_2610,The USS Constitution Ship,38,67.22
4,2003,S700_4002,American Airlines: MD-11S,26,63.67
4,2003,S72_1253,Boeing X-32A JSF,28,40.22
4,2003,S10_2016,1996 Moto Guzzi 1100i,29,118.94
4,2003,S10_4698,2003 Harley-Davidson Eagle Drag Bike,46,158.8
4,2003,S18_2581,P-51-D Mustang,29,82.79
4,2003,S18_2625,1936 Harley Davidson El Knucklehead,46,57.54
4,2003,S24_1578,1997 BMW R 1100 S,35,110.45
4,2003,S24_1785,1928 British Royal Navy Airplane,39,93.01
4,2003,S24_2000,1960 BSA Gold Star DBD34,34,72.36
4,2003,S24_4278,1900s Vintage Tri-Plane,29,71.73
4,2003,S32_1374,1997 BMW F650 ST,22,94.9
4,2003,S32_4289,1928 Ford Phaeton Deluxe,29,68.79
4,2003,S50_1341,1930 Buick Marquette Phaeton,49,41.46
4,2003,S700_1691,American Airlines: B767-300,47,91.34
4,2003,S700_2466,America West Airlines B757-200,24,81.77
4,2003,S700_2834,ATA: B757-300,24,106.79
4,2003,S700_3167,F/A 18 Hornet 1/72,43,72
5,2003,S10_1678,1969 Harley Davidson Ultimate Chopper,34,86.13
5,2003,S12_2823,2002 Suzuki XREO,50,126.52
5,2003,S24_2360,1982 Ducati 900 Monster,32,58.18
5,2003,S32_4485,1974 Ducati 350 Mk3 Desmo,25,95.93
5,2003,S50_4713,2002 Yamaha YZR M1,44,72.41
5,2003,S12_1099,1968 Ford Mustang,42,155.66
5,2003,S12_3380,1968 Dodge Charger,37,113.92
5,2003,S12_3990,1970 Plymouth Hemi Cuda,32,65.44
5,2003,S12_4675,1969 Dodge Charger,20,104.8
5,2003,S18_1129,1993 Mazda RX-7,34,114.65
5,2003,S18_1889,1948 Porsche 356-A Roadster,43,62.37
5,2003,S18_1984,1995 Honda Civic,31,113.8
5,2003,S18_3232,1992 Ferrari 360 Spider red,25,137.17
5,2003,S18_3278,1969 Dodge Super Bee,21,69.15
5,2003,S18_3482,1976 Ford Gran Torino,21,133.76
5,2003,S18_3782,1957 Vespa GS150,35,59.06
5,2003,S18_4721,1957 Corvette Convertible,28,145.82
5,2003,S24_2972,1982 Lamborghini Diablo,39,34.74
5,2003,S24_3371,1971 Alpine Renault 1600s,34,50.82
5,2003,S24_3856,1956 Porsche 356A Coupe,43,136.22
5,2003,S24_4620,1961 Chevrolet Impala,29,67.1
5,2003,S32_2206,1982 Ducati 996 R,31,33.79
5,2003,S18_1589,1965 Aston Martin DB5,26,120.71
5,2003,S18_2870,1999 Indy 500 Monte Carlo SS,46,114.84
5,2003,S18_3685,1948 Porsche Type 356 Roadster,34,117.26
5,2003,S24_1628,1966 Shelby Cobra 427 S/C,50,43.27
5,2003,S18_1749,1917 Grand Touring Sedan,21,153
5,2003,S18_2248,1911 Ford Town Car,42,58.12
5,2003,S18_2325,1932 Model A Ford J-Coupe,42,111.87
5,2003,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,36,75.46
5,2003,S18_4933,1957 Ford Thunderbird,23,66.28
5,2003,S24_1046,1970 Chevy Chevelle SS 454,22,62.47
5,2003,S24_1937,1939 Chevrolet Deluxe Coupe,45,30.53
5,2003,S24_2022,1938 Cadillac V-16 Presidential Limousine,22,36.29
5,2003,S24_2766,1949 Jaguar XK 120,32,74.51
5,2003,S24_2887,1952 Citroen-15CV,25,93.95
5,2003,S24_3191,1969 Chevrolet Camaro Z28,49,76.19
5,2003,S24_3432,2002 Chevy Corvette,43,101.73
5,2003,S24_3969,1936 Mercedes Benz 500k Roadster,46,36.11
5,2003,S18_1342,1937 Lincoln Berline,32,89.38
5,2003,S18_2795,1928 Mercedes-Benz SSK,34,138.38
5,2003,S10_1949,1952 Alpine Renault 1300,38,205.73
5,2003,S10_4962,1962 LanciaA Delta 16V,22,122.62
5,2003,S12_1666,1958 Setra Bus,21,135.3
5,2003,S18_1097,1940 Ford Pickup Truck,38,116.67
5,2003,S18_1367,1936 Mercedes-Benz 500K Special Roadster,42,51.21
5,2003,S18_2432,1926 Ford Fire Engine,43,51.05
5,2003,S18_2949,1913 Ford Model T Speedster,31,93.21
5,2003,S18_2957,1934 Ford V8 Coupe,46,61.84
5,2003,S18_3136,18th Century Vintage Horse Carriage,30,93.2
5,2003,S18_3320,1917 Maxwell Touring Car,38,94.25
5,2003,S18_4600,1940s Ford truck,50,102.92
5,2003,S18_4668,1939 Cadillac Limousine,43,47.29
5,2003,S24_2300,1962 Volkswagen Microbus,27,122.68
5,2003,S24_4258,1936 Chrysler Airflow,34,83.76
5,2003,S32_1268,1980’s GM Manhattan Express,43,82.83
5,2003,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,26,62.05
5,2003,S700_2824,1982 Camaro Z28,45,97.1
6,2003,S12_1108,2001 Ferrari Enzo,46,193.25
6,2003,S12_3148,1969 Corvair Monza,46,140.5
6,2003,S12_3891,1969 Ford Falcon,42,169.56
6,2003,S12_4473,1957 Chevy Pickup,24,100.73
6,2003,S18_2238,1998 Chrysler Plymouth Prowler,45,140.81
6,2003,S18_2319,1964 Mercedes Tour Bus,45,114.14
6,2003,S18_3232,1992 Ferrari 360 Spider red,22,149.02
6,2003,S18_4027,1970 Triumph Spitfire,25,126.39
6,2003,S24_1444,1970 Dodge Coronet,20,50.86
6,2003,S24_2840,1958 Chevy Corvette Limited Edition,39,34.3
6,2003,S24_4048,1992 Porsche Cayenne Turbo Silver,20,107.63
6,2003,S32_2509,1954 Greyhound Scenicruiser,45,46.53
6,2003,S32_3207,1950's Chicago Surface Lines Streetcar,29,60.9
6,2003,S50_1392,Diamond T620 Semi-Skirted Tanker,46,111.12
6,2003,S50_1514,1962 City of Detroit Streetcar,46,55.65
6,2003,S18_3140,1903 Ford Model A,41,120.2
6,2003,S18_3259,Collectable Wooden Train,41,80.67
6,2003,S18_4522,1904 Buick Runabout,43,77.24
6,2003,S700_1938,The Mayflower,32,72.75
6,2003,S10_4757,1972 Alfa Romeo GTA,33,123.76
6,2003,S24_2011,18th century schooner,45,113.06
6,2003,S24_3151,1912 Ford Model T Delivery Wagon,41,81.43
6,2003,S24_3816,1940 Ford Delivery Sedan,50,76.31
6,2003,S700_1138,The Schooner Bluenose,31,58.67
6,2003,S700_2610,The USS Constitution Ship,45,72.28
6,2003,S700_3505,The Titanic,42,90.15
6,2003,S700_3962,The Queen Mary,30,94.34
6,2003,S72_3212,Pont Yacht,32,44.23
6,2003,S18_3029,1999 Yamaha Speed Boat,40,68.82
6,2003,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,33,99.52
6,2003,S18_1662,1980s Black Hawk Helicopter,21,141.92
6,2003,S24_2841,1900s Vintage Bi-Plane,35,60.97
6,2003,S24_3420,1937 Horch 930V Limousine,29,52.6
6,2003,S24_3949,Corsair F4U ( Bird Cage),50,54.59
6,2003,S700_2047,HMS Bounty,22,76.94
6,2003,S700_2466,America West Airlines B757-200,40,86.76
6,2003,S700_4002,American Airlines: MD-11S,26,63.67
6,2003,S72_1253,Boeing X-32A JSF,21,40.22
6,2003,S700_3167,F/A 18 Hornet 1/72,36,80
6,2003,S18_2581,P-51-D Mustang,49,80.26
6,2003,S24_1785,1928 British Royal Navy Airplane,41,109.42
6,2003,S24_4278,1900s Vintage Tri-Plane,46,61.58
6,2003,S32_1374,1997 BMW F650 ST,23,80.91
6,2003,S32_4289,1928 Ford Phaeton Deluxe,49,67.41
6,2003,S50_1341,1930 Buick Marquette Phaeton,27,37.09
6,2003,S700_1691,American Airlines: B767-300,24,76.73
6,2003,S700_2834,ATA: B757-300,27,115.09
7,2003,S10_1678,1969 Harley Davidson Ultimate Chopper,41,90.92
7,2003,S10_2016,1996 Moto Guzzi 1100i,27,116.56
7,2003,S10_4698,2003 Harley-Davidson Eagle Drag Bike,31,187.85
7,2003,S12_2823,2002 Suzuki XREO,20,131.04
7,2003,S18_2625,1936 Harley Davidson El Knucklehead,30,51.48
7,2003,S24_1578,1997 BMW R 1100 S,35,94.67
7,2003,S24_2000,1960 BSA Gold Star DBD34,43,75.41
7,2003,S12_1099,1968 Ford Mustang,42,173.17
7,2003,S12_3380,1968 Dodge Charger,48,110.39
7,2003,S12_3990,1970 Plymouth Hemi Cuda,24,72.62
7,2003,S12_4675,1969 Dodge Charger,29,103.64
7,2003,S18_1889,1948 Porsche 356-A Roadster,48,66.99
7,2003,S18_3278,1969 Dodge Super Bee,45,65.94
7,2003,S18_3482,1976 Ford Gran Torino,42,139.64
7,2003,S18_3782,1957 Vespa GS150,45,49.74
7,2003,S18_4721,1957 Corvette Convertible,31,133.92
7,2003,S24_2360,1982 Ducati 900 Monster,29,67.18
7,2003,S24_2972,1982 Lamborghini Diablo,20,34.36
7,2003,S24_3371,1971 Alpine Renault 1600s,27,52.05
7,2003,S24_3856,1956 Porsche 356A Coupe,47,139.03
7,2003,S24_4620,1961 Chevrolet Impala,23,76.8
7,2003,S32_2206,1982 Ducati 996 R,33,38.62
7,2003,S32_4485,1974 Ducati 350 Mk3 Desmo,30,91.85
7,2003,S50_4713,2002 Yamaha YZR M1,44,78.92
7,2003,S18_1129,1993 Mazda RX-7,25,117.48
7,2003,S18_1984,1995 Honda Civic,36,120.91
7,2003,S18_3232,1992 Ferrari 360 Spider red,41,169.34
7,2003,S18_1589,1965 Aston Martin DB5,44,115.73
7,2003,S18_2870,1999 Indy 500 Monte Carlo SS,37,110.88
7,2003,S18_3685,1948 Porsche Type 356 Roadster,31,118.68
7,2003,S24_1628,1966 Shelby Cobra 427 S/C,26,40.25
7,2003,S18_1749,1917 Grand Touring Sedan,33,149.6
7,2003,S18_2248,1911 Ford Town Car,22,51.46
7,2003,S18_2325,1932 Model A Ford J-Coupe,38,114.42
7,2003,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,47,79.15
7,2003,S18_4933,1957 Ford Thunderbird,23,64.86
7,2003,S24_1046,1970 Chevy Chevelle SS 454,45,59.53
7,2003,S24_1937,1939 Chevrolet Deluxe Coupe,22,33.19
7,2003,S24_2022,1938 Cadillac V-16 Presidential Limousine,33,38.53
7,2003,S24_2766,1949 Jaguar XK 120,28,73.6
7,2003,S24_2887,1952 Citroen-15CV,30,96.3
7,2003,S24_3191,1969 Chevrolet Camaro Z28,49,77.05
7,2003,S24_3432,2002 Chevy Corvette,21,99.58
7,2003,S24_3969,1936 Mercedes Benz 500k Roadster,29,32.82
7,2003,S18_1342,1937 Lincoln Berline,31,89.38
7,2003,S18_1367,1936 Mercedes-Benz 500K Special Roadster,49,52.83
7,2003,S18_2795,1928 Mercedes-Benz SSK,41,151.88
7,2003,S18_2949,1913 Ford Model T Speedster,46,91.18
7,2003,S18_2957,1934 Ford V8 Coupe,20,52.47
7,2003,S18_3136,18th Century Vintage Horse Carriage,20,101.58
7,2003,S18_3320,1917 Maxwell Touring Car,30,81.35
7,2003,S24_4258,1936 Chrysler Airflow,29,93.49
7,2003,S10_1949,1952 Alpine Renault 1300,37,186.44
7,2003,S10_4962,1962 LanciaA Delta 16V,26,131.49
7,2003,S12_1666,1958 Setra Bus,38,118.9
7,2003,S18_1097,1940 Ford Pickup Truck,32,95.67
7,2003,S18_2432,1926 Ford Fire Engine,46,51.05
7,2003,S18_4600,1940s Ford truck,40,100.5
7,2003,S18_4668,1939 Cadillac Limousine,29,40.25
7,2003,S24_2300,1962 Volkswagen Microbus,47,118.84
7,2003,S32_1268,1980’s GM Manhattan Express,26,87.64
7,2003,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,28,62.05
7,2003,S700_2824,1982 Camaro Z28,36,101.15
8,2003,S12_4473,1957 Chevy Pickup,21,114.95
8,2003,S18_2238,1998 Chrysler Plymouth Prowler,39,160.46
8,2003,S18_2319,1964 Mercedes Tour Bus,47,103.09
8,2003,S18_3232,1992 Ferrari 360 Spider red,34,143.94
8,2003,S24_1444,1970 Dodge Coronet,20,50.86
8,2003,S24_2840,1958 Chevy Corvette Limited Edition,21,32.18
8,2003,S24_4048,1992 Porsche Cayenne Turbo Silver,40,104.09
8,2003,S32_2509,1954 Greyhound Scenicruiser,24,53.03
8,2003,S50_1392,Diamond T620 Semi-Skirted Tanker,44,94.92
8,2003,S12_1108,2001 Ferrari Enzo,33,166.24
8,2003,S12_3148,1969 Corvair Monza,33,140.5
8,2003,S12_3891,1969 Ford Falcon,46,167.83
8,2003,S18_3140,1903 Ford Model A,47,129.76
8,2003,S18_3259,Collectable Wooden Train,22,95.8
8,2003,S18_4027,1970 Triumph Spitfire,24,122.08
8,2003,S18_4522,1904 Buick Runabout,24,79.87
8,2003,S24_2011,18th century schooner,33,114.29
8,2003,S24_3151,1912 Ford Model T Delivery Wagon,49,74.35
8,2003,S32_3207,1950's Chicago Surface Lines Streetcar,42,60.9
8,2003,S50_1514,1962 City of Detroit Streetcar,42,56.24
8,2003,S700_1138,The Schooner Bluenose,41,55.34
8,2003,S700_1938,The Mayflower,43,77.08
8,2003,S700_3505,The Titanic,21,92.16
8,2003,S700_3962,The Queen Mary,38,91.37
8,2003,S72_3212,Pont Yacht,39,46.96
8,2003,S10_4757,1972 Alfa Romeo GTA,49,133.28
8,2003,S18_1662,1980s Black Hawk Helicopter,32,126.15
8,2003,S18_3029,1999 Yamaha Speed Boat,46,70.54
8,2003,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,34,99.52
8,2003,S24_2841,1900s Vintage Bi-Plane,27,63.71
8,2003,S24_3420,1937 Horch 930V Limousine,33,59.83
8,2003,S24_3816,1940 Ford Delivery Sedan,23,74.64
8,2003,S24_3949,Corsair F4U ( Bird Cage),28,55.96
8,2003,S50_1341,1930 Buick Marquette Phaeton,34,34.91
8,2003,S700_1691,American Airlines: B767-300,36,86.77
8,2003,S700_2047,HMS Bounty,26,87.8
8,2003,S700_2466,America West Airlines B757-200,26,79.78
8,2003,S700_2610,The USS Constitution Ship,31,69.39
8,2003,S700_3167,F/A 18 Hornet 1/72,28,70.4
8,2003,S700_4002,American Airlines: MD-11S,34,65.15
8,2003,S72_1253,Boeing X-32A JSF,37,49.66
8,2003,S32_4289,1928 Ford Phaeton Deluxe,20,56.41
8,2003,S10_1678,1969 Harley Davidson Ultimate Chopper,45,76.56
8,2003,S10_2016,1996 Moto Guzzi 1100i,37,104.67
8,2003,S10_4698,2003 Harley-Davidson Eagle Drag Bike,33,154.93
8,2003,S12_2823,2002 Suzuki XREO,49,146.1
8,2003,S18_2581,P-51-D Mustang,30,71.81
8,2003,S18_2625,1936 Harley Davidson El Knucklehead,30,52.7
8,2003,S24_1578,1997 BMW R 1100 S,43,103.68
8,2003,S24_1785,1928 British Royal Navy Airplane,40,87.54
8,2003,S24_2000,1960 BSA Gold Star DBD34,47,63.98
8,2003,S24_2360,1982 Ducati 900 Monster,27,56.1
8,2003,S24_4278,1900s Vintage Tri-Plane,33,71.73
8,2003,S32_1374,1997 BMW F650 ST,33,99.89
8,2003,S32_2206,1982 Ducati 996 R,31,39.43
8,2003,S32_4485,1974 Ducati 350 Mk3 Desmo,27,95.93
8,2003,S50_4713,2002 Yamaha YZR M1,38,73.22
8,2003,S700_2834,ATA: B757-300,20,113.9
9,2003,S18_3782,1957 Vespa GS150,47,60.3
9,2003,S18_4721,1957 Corvette Convertible,29,130.94
9,2003,S12_1099,1968 Ford Mustang,48,161.49
9,2003,S12_3380,1968 Dodge Charger,31,110.39
9,2003,S12_3990,1970 Plymouth Hemi Cuda,21,74.21
9,2003,S12_4675,1969 Dodge Charger,33,97.89
9,2003,S18_1889,1948 Porsche 356-A Roadster,26,70.84
9,2003,S18_3278,1969 Dodge Super Bee,36,74.78
9,2003,S18_3482,1976 Ford Gran Torino,37,129.35
9,2003,S24_2972,1982 Lamborghini Diablo,25,33.23
9,2003,S24_3371,1971 Alpine Renault 1600s,30,48.98
9,2003,S24_3856,1956 Porsche 356A Coupe,23,123.58
9,2003,S24_4620,1961 Chevrolet Impala,31,72.76
9,2003,S18_1129,1993 Mazda RX-7,23,114.65
9,2003,S18_1589,1965 Aston Martin DB5,47,108.26
9,2003,S18_1984,1995 Honda Civic,25,136.56
9,2003,S18_2870,1999 Indy 500 Monte Carlo SS,27,113.52
9,2003,S18_3232,1992 Ferrari 360 Spider red,32,143.94
9,2003,S18_3685,1948 Porsche Type 356 Roadster,28,135.63
9,2003,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,34,83.75
9,2003,S18_4933,1957 Ford Thunderbird,29,66.28
9,2003,S24_1046,1970 Chevy Chevelle SS 454,25,65.41
9,2003,S24_1628,1966 Shelby Cobra 427 S/C,47,46.29
9,2003,S24_2766,1949 Jaguar XK 120,21,77.24
9,2003,S24_2887,1952 Citroen-15CV,34,115.09
9,2003,S24_3191,1969 Chevrolet Camaro Z28,31,71.91
9,2003,S24_3432,2002 Chevy Corvette,27,96.37
9,2003,S18_1342,1937 Lincoln Berline,50,87.33
9,2003,S18_1367,1936 Mercedes-Benz 500K Special Roadster,30,48.52
9,2003,S18_1749,1917 Grand Touring Sedan,34,156.4
9,2003,S18_2248,1911 Ford Town Car,24,50.85
9,2003,S18_2325,1932 Model A Ford J-Coupe,33,125.86
